prompt,answers
THE JIST: See something else,"THE JIST: See something else? Maybe you can't get the JST-DVD to find your DVD player. This is an excellent DVD to watch by any number of the best producers. The script and editing is just beautiful and the music is excellent. It took the effort of most of us filmmakers and filmmakers to get to the level of that movie without becoming a pain in the butt and being the next film to Hollywood. There are many factors which put these talented people in place. Every little detail is perfect for each individual. I am happy that David Suchet came out with the screenplay. Everyone should see ""Kane's Last Words"" when they start seeing it but the director needed to do this. David was able to create a complex and moving story and make it a well thought out movie. As a result David went to a place that never got any better. John Waters makes sure everything has gone through the motions so everything is flawless. He does his best to combine the elements of a great story into beautiful music. Not only is this a must see film, it is the only film that you will see on DVD for any occasion. If you know your favorite film about movies and have the ""B"" or ""C"" in your name then you may love this masterpiece."
"Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank","Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank. I'm glad that so many people could see the similarities. What I wanted to see was a very moving, touching story and I loved Natalie Portman giving the role of Natalie a wide berth in the film.<br /><br />The acting, by any standard, was quite good. Roberta Lange (the very beautiful Maria Juana) was believable as a woman who gets caught up with another, and also gave the character a genuine touch and beauty. The characters were the perfect combination to me. <br -4/10, 4/11"
"Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way","Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way. The film has the uncanny feeling of its own creation after a mysterious event, and of course the feeling is well-enjoyable in itself.<br /><br />Now we're on to our fun, when the titans of the film discover their daughter's secret, they use her to go and spend the night and then head to New York to steal her secret. But what is this and how does it go down and who does all this killing in her lair and her mysterious surroundings? The last scene is brilliantly done and just right, with the wonderful performances by the leading actor, the great cinematography, well thought out action and good acting.<BR / BR />I recommend this to anyone looking for some of King-esque horror films. I'd recommend it, but for anyone who finds the movie entertaining, I highly recommend keeping this handy. Recommended for the kind of people who want to create their own unique horror in their bedrooms or bedrooms/racks with a few lights, lights up if their dog barked! This movie has some wonderful touches too including many of those creepy moments - especially the two main women who come in with their bodies and the scene when her house is transformed into a haunted house! Oh yeah, my boy!"
i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me,"i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me could remember it perfectly, and I was a little disappointed. I thought that the first half was great and the ending was just as great as the movie, but that was before I got to know it. First of all the film was about a girl (and a guy) whose boyfriend starts a war between the two, who are all doomed through a process called survival together as their friends and enemies come to an end, only to break through through with the help of a rescue truck (which is very well made).<br /><br />A lot of plot elements are introduced by the action scenes, the music is nicely orchestrated, it is nice to see scenes that were not always used in other films. There are three or four scenes where a woman gets stabbed in the neck and falls, then one happens when she accidentally puts her ear through the throat or when the killer stabs her during the torture of an animal, while a car suddenly goes through her head and into the car and kills her, that kind of thing happens many times, even if it didn't take place in a movie. Also we have a group of three guys at a bar, trying to get their boyfriend (who isn't really a man at all in this film) the most memorable moment is when"
"The film maybe goes a little far, but if you love the show it's what you expect","The film maybe goes a little far, but if you love the show it's what you expect when you listen to it on a Saturday morning. A lot of the things were original - the theme of loneliness is not the only subject, there's also some of it in a good comedy. It definitely had some funny bits in it. Also in my list is John Galtley's character(a little creepy for people who have a touch of comedy - no doubt)who plays a very intelligent man at the end. This really is funny and I think the ending is much better than the first, however the script was more clever, and it seemed a lot better. Unfortunately the humour didn't get lost during the entire run, it actually got progressively worse in the sequel.<br /><br />Overall a really good film with a fantastic story, good performances, bad pacing..."
This is what makes me proud to be British,"This is what makes me proud to be British (though British speaking is still the best I have heard). If this film is taken down, it will never be a successful title, nor a movie I love to recommend to anyone who doesn't enjoy the same genre.<br /><br />On the flip side, despite such an extensive use of music, the only reason you will see this movie for your entertainment will be the special effects, which are just as well-made as this story. The movie is truly scary and if there is one thing you love, this is all you need to have an enjoyable day. <br - Michael Jackson"
"This was the second entry in the regular Columbo series, and it holds up well today","This was the second entry in the regular Columbo series, and it holds up well today. Its story, at its heart, takes place about the same person and his feelings for another, yet he still gets to live with that situation. His character is very humanistically honest and just wants to be a doctor, without being bitter or selfish. In many ways this made this even better. Many other films have similar situations, this one of them being in A.I.Q., and I have always admired the movie for having such a good story line, with a lot of scenes of him and a great scene with the people he meets around the world. And the scene where he gets killed on the night of his wedding in one film is amazing. It takes your breath away, it's not just that it was filmed in Paris, for many years, the rest of the country was covered, almost every city in Europe was in ruins that day. The only scene in this movie was during the wedding, but I love the song with this film too, 'Ecclesiaphoria'.<br /><br />A great song for the audience, I always found a nice way to relate the emotions and the actions of human beings. Even today, people would think of it as more or less about love, which was a very different concept. All this is"
"Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love","Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love, misery, the joy of life and the misery of failure.<br /><br />In this film we meet the poet, a well known figure for the most part. His poetry, however, is not only about his troubled self-discipline, as well as his difficult love life while with his family and companions, nor that the love of God is in him. I like him not just because he is different from other people such as those around him, or in a more profound way than others of his age.<Br / Image Courtesy of Sondra Arbajj"
Post-feminist depiction of cruelty and sadism,"Post-feminist depiction of cruelty and sadism that is not yet mainstream; this is a movie that would not be made for public consumption on TV or radio unless it had a bit of a budget for a second release.<br /><br />In the end, it's a fine film for fans of dark, melodramatic, tragic and ultimately cathartic films. I think we all got the message very simply. A tragic human being can't escape it, yet this film is all about redemption. The character in this movie and in other films, the family on the rescue and not the people on death row who must endure the anguish of their loved ones in a manner that does not condemn them to the death penalty, is one of the finest human beings I've been to in the past thirty years. This film reminds us of many other classic stories."
"The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious","The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious and it showed. They both talk about their lives and how their car never gets out of gear, but in the next scene they take over the car. The movie's premise has you wondering if Meg is really the real Meg, or just a person who is getting into things and is just playing with the toys. I can't remember their names, and the ending is pretty good. Unfortunately, when they get a guy to come over and check on their cars, they are all turned on because (for the first two minutes) the lady, the girl in question and most of the staff are not the villains they portrayed in their movies. Why? The scene where it happens that Meg gets really excited and hits the pump and she gets hit off the wall is very funny, a good sign. However, this movie comes out so quickly and not enough to stick me with it. If the movie had been filmed after Supergiant 3 on The Big Chill or Supercute, then these 2 people would have the same personality, same history and maybe some more humor. Then you'd have ""Inspector."" (in a movie by name)"
I really miss the production of good old fashion Spooky films,"I really miss the production of good old fashion Spooky films because of the fear of being seen out in this world. They were more than funny and entertaining enough to keep me entertained throughout! I had great problems with the costumes in the films. Most of them felt overly long. A lot of parts were made entirely out of cardboard and cardboard had nothing to do with each other. I actually had difficulty finding anything on the movie table that resembled a print on an envelope in my hand and was only able to find a couple of different covers. Some scenes were very reminiscent of real life Spooks but the characters were only half as stupid as the film and the plot had no place on that scale. And the animation was very well done but it wasn't even very good. The movie itself was a little rough but I think it is worth a look for any horror fan or even just a good film. Don't give the filmmakers the credit, it's about as good as anything they have ever put out. If you like some of your favorite Spook films go ahead with A Nightmare on Elm Street - you'll like the worst of it and they were better in that respect."
"The Running Man is one of those films that if overwatched, would become boring and depressing even","The Running Man is one of those films that if overwatched, would become boring and depressing even after its first 30 or so minutes. In this film, we are introduced to one man with a mental illness who travels to New York City to learn about his experience while traveling to his grandmother's old place. He is not at home in the big city and the only person not near him while he is walking in time is his mother who wants him to go to school in college and go home. I am not an intellectual, so I was not expecting a witty and effective satire of our characters. Rather, I expected a funny story that would explore the complex dynamics of a man trying to overcome his depression and finding his place in society. The movie is full of great moments and great sequences. There is, of course, just no ending in this movie. One of the most compelling moments as a young girl is the ending where a guy says things like his mom is just as bad as his dad, a girl with AIDS is very intelligent, and so are great friends that he keeps coming in on the occasion. At the end the girl says to her mom about her daughter she hasn't met before and when her mother says no one will have a daughter or anything like that. Some viewers, especially younger ones of this generation, may find the movie a fun surprise, not as"
