prompt,answers
"Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank","Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank. I'm glad that so many people could see the similarities. What I wanted to see was a very moving, touching story and I loved Natalie Portman giving the best performances and a beautiful performance in her role.<br /><br />The acting was very solid. Kate Winslet (who played Diana) played the very beautiful Anne Morgan and the chemistry between them really drew my attention. However, we were also encouraged to recognize Nicole Kidman as the most beautiful woman in the film while the love between the two characters was evident to me, that was one of the reasons we loved the movie.<divider]The film was not a good movie for me and it looked a lot like a Hollywood production and that's how I felt about the cast. It was the first film I have ever witnessed where the performance of actresses is well cast well, not just Nicole who played one character well but in great depth throughout.<p.s. For anyone interested about learning even about this wonderful film or even know anything about Kate and Anne that I haven't seen it in I gave this a 9 out of 10. In addition to hearing wonderful stories from Kate, Anne and all the actors I mentioned above, I read the book and have read thousands of reviews, this movie was quite good"
"Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way","Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way. The film has the uncanny feeling of its own creation after a mysterious event, and of course the feeling is well-enjoyable in itself.<br /><br />Now we follow the tale of two two friends on a quest to find lost treasure on the brink of doom, as they search for the keys to their house--the keys being the secret of which is still unknown to them. Unfortunately for them, that key involves having an alluring encounter with some giant lizard. While trying to track down the lost key, a man breaks into the house and throws it open with a hammer! He has no idea anything of what's inside and is thus horrified by the sight of himself as the key itself suddenly falls, shattering the building down into pieces! And so the two men journey, only to encounter the evil, terrifying creature who comes through and sets them free!!! A thrilling film, thoroughly imaginative, inventive, moving, frightening, suspenseful and suspensefully well constructed, the film is definitely one that will be treasured! The original play by James Carradine was one of the best ever written and directed in modern cinema. This is probably one to remember for every movie ever made. I couldn't go back to the theater with this masterpiece, nor could I enjoy"
i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me,"i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me could remember it perfectly, and I was a little disappointed. I thought that the first half was great and the ending was just as great as the movie, but that was before I got to see it. It was enjoyable to watch. There never seemed to be a reason behind what happened to the main character and in fact there are many stories I love about how he dealt with grief and how this new world came to them. The movie has always had a passion for acting and it is easy to understand this is the director's last, the one to make a real movie. Well, I loved it, everything made perfect sense, then suddenly everything was so different when he died I could not sit still and watch this film. In its first year of production all the characters were given to different roles and many actors were changed from one actress to another. Now that I have discovered the story of Peter the Vampire I can understand why they had to change actors as well. Peter was an amazing actor who always kept us guessing. He gave us a fresh perspective on life, his life in front of the mirror and we can all say that his performance at the end of it was fantastic! I absolutely loved the way he always gave his little sister (Dennis the Werewolf) a unique look"
"The film maybe goes a little far, but if you love the show it's what you expect","The film maybe goes a little far, but if you love the show it's what you expect when you listen to it on a Saturday morning. A lot of the jokes were improvised - I'll remember every time they first began, and there were quite some 'actors', like in John Wayne's ""The Man With No Name"", who were all just as talented as I am, especially the actors who I remember were in character so far. It's no wonder I loved the movie so much. The film wasn't a good movie and it was fun, that I enjoyed many of its jokes, its characters and its humor.<br /><br />I would like to hear a few positive things about it, as it has a great story, it deals with the real life story of American soldiers, which I love to reminisce about in the film and what life was like for all of them - many times when I was an avid sports fan when this movie was made. I just love watching the soldiers get ready to go to war and to have a hard time believing a word that is said and uttered in such an outrageous way. As a movie it is very funny, you get to see people doing things that were unbelievable back then."
This is what makes me proud to be British,"This is what makes me proud to be British (though British speaking is still the best I have heard). If this film is taken down, it will never be a successful title, nor a movie I love to recommend to anyone who doesn't enjoy the same genre.<br /><br />On the flip side, despite such an extensive use of music, the only reason you will see this movie for your entertainment will be by looking at the credits that shows the actors playing these scenes. As well as those, I would also love a summary of the performances: the music is all the more memorable considering that every British actor was played on two separate occasions (at the time I was filming there was an award winner at which the director had no responsibility and was on his way to winning it) and by using the movie's film-making history a tribute to a series of British talent legends.<br - from Wikipedia - 'This film was the greatest production project ever seen on screen but it was probably the most interesting and unique of them all. I also remember being the one who wanted to create the soundtrack for 'The Devil's Playground' when I first saw it on PBS in 1979 in Los Angeles. It was as if they was making The Wizard of Oz and I think this is a classic film.<blockquote="
"This was the second entry in the regular Columbo series, and it holds up well today","This was the second entry in the regular Columbo series, and it holds up well today. Its story, at its heart, takes many forms: One person and his girlfriend are sent to a town where a gang of illegal immigrants has been trying to infiltrate and steal a school and the town's teachers, who have been accused of child abuse. One of them is called to stay with his mother. In the meantime, he's being stalked by a group of kids who are using the school as their home to play hide and seek. The town is attacked by the gang, but the girl has a bullet from a gun he carries.<br /><br />While this first entry was one of the most powerful Colomies (yes, we're talking about the first 15, though), it has some of these weaknesses, too: A poorly animated, weak acting and an incredibly overlong ending. It's certainly got some big names to work with, while the film's story is very poorly developed, leaving few opportunities for some serious action. There are tons of really neat special effects, which make the movie look fantastic and make it a very watchable, non-stop slog. We'll be waiting for the next film, that is, for an animated Colombo movie (thank you!) but definitely watch ""The War of Jura"", even if this is"
"Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love","Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love, misery, the joy of life and the misery of failure.<br /><br />In this film we meet the poet, a true survivor of love in his twenties. His dream: to die in love. This is a dream-filled novel that, with all the wonderful stories and wonderful scenery provided in this movie, shows that the love of God is in part a human gift.<b />""One of them of the most beautiful men I have ever met"" says a story told by a very famous poet known as ""Gandhi"".<br/><b]He discovers his own love is not only that of his father, but also the heart and soul of a man who lost his wife in childbirth, and a young girl he thought would be his friend.<c><brazzers]And who can forget the extraordinary love and kindness shown from one one young man and another young woman to such a world?<b&w c-i-f)We are reminded of three wonderful scenes: the tragedy of Mother Teresa, whose love for the poor has been shown by countless women, men and children throughout history.<c&h d-e b&f b-k-l a-r-d<dw ed-es j-"
Post-feminist depiction of cruelty and sadism,"Post-feminist depiction of cruelty and sadism that is not yet mainstream; this is a movie that would not be made for public consumption on TV or radio unless it had a very strong point. With only half an hour of my life left, I was surprised at how much I enjoyed this one. I am now 23 and have recently done a film class at University of California, Berkeley. At the time, this was my first feature film, and I can honestly say that I thought I would be much more interested in it in the future and in modern film. While I feel the ""saturation"" is quite significant, it is also the film that gives me a great idea of the way women in our society were treated, given their social status. It's a wonderful film which shows a true side of women and how so many were manipulated and exploited here on Earth during the Cold War, yet still have such a strong connection still today. The film gives a real insight into the struggles that women would face in a society such as ours to see an open, honest community as a way to deal with issues of oppression, human greed and exploitation. All of these are very important issues today, so this film touches upon them, both in terms of our culture and the ways in which we view ourselves in film and even more"
"The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious","The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious and it showed. They were both very funny and sexy in their roles. The scene where they both talk in English is good. Another great scene was when Meg shows her car in her father's house at her first birthday birthday party. She has always wanted the family to know how she feels about her husband but she couldn't ask for their help. All the children in this film had this amazing reaction to the scene that Meg is giving the other children at the end and when that film opens it's a real treat. It seems like this whole family was born in that minute and as a result, the reaction on TV and movies in general is great. I think it shows that people are really into families and don't forget about the wonderful memories they have of that special time."
I really miss the production of good old fashion Spooky films,"I really miss the production of good old fashion Spooky films because of the fear of being seen out in this world. They were more than funny and entertaining enough to keep me entertained throughout! I had great problems with the costumes in the Halloween Costume Festival, the direction and the cinematography in an absolute terrible way.<br /><br />My favorite was when the monster looked as though a giant, monster-like flying horse rode down the main hall in all its inhuman size, and we only knew some of its physical characteristics later in its journey.<p.s. If you need a refresher of what is happening in Halloween, see the film's trailer.<b />"
"The Running Man is one of those films that if overwatched, would become boring and depressing even","The Running Man is one of those films that if overwatched, would become boring and depressing even for its age or the subject matter. In this film, we are introduced to one man with a mental illness who travels to New York City to learn about his experience while investigating a suspicious death in the streets. He is not at home in all, which is why the detective, the police and paramedics are able to locate a young woman who has been lying to him in hospital but has the virus that renders him unable to see, as she has lost her touch. She has also been abducted in order to save her brother, her friends and a colleague from an attack on his former school. A couple of years later, she returns there with her husband, and begins falling in love with him. Her husband's father who is in prison is also there but there is no way for this poor little man to continue living in this world. His father's daughter tells him he could end up becoming an alcoholic, a drug addict or even the mentally ill.<br /><br />The story moves throughout that is really pretty good and the acting is pretty damn funny (I was surprised how good one part of the film plays). The acting of Danny Glover as the man from the middle ages is very solid. Glover is quite good playing the guy trying to solve the mystery surrounding the death of"
