prompt,answers,model,scores,entropy
You play as B,"You play as Burt Reynolds in this very funny role. The film also happens to be the third, or perhaps fourth, installment of his film entitled ""Kathryn"" (1995). ""Chandra"" stars as the girl obsessed with the Kool-Aid recipe while in her twenties she is on the brink of becoming a doctor. While in medical school, Dr. Kincaid (Welp) takes her back to her home world where she grows up to become Dr, Carol Kane (Amber Rudd) a talented surgeon, a very capable scientist, expert at making things work and very dangerous, she has also received a lot of money and has been awarded the coveted position of Chair of the Dr in the Faculty and is now taking care of her family. When Dr Kane and his friends are attacked by the Ku Klux Klan, they set off to destroy the planet where Carol and her husband, Bill are born because they want to stop the Klansmen from invading the country and this time Carol has an evil plan in order to prove her right and he goes after her sister who has gone missing and sets in motion a plot to attack all of humanity with his powerful kleenex, using the evil energy to transform the whole planet into the kunda. Carol is able to defeat this",jsd_beta1e-1,1.7045761346817017,5.967696666717529
This film caught me by surprise,"This film caught me by surprise. I thought ""I'll see it on DVD."" and that is how I ended up watching The Thin Man. <br /><br />A terrific script and directing by Frank Zappa who is truly one of the best composers of all time and really puts everything he's done through vivid and real visual visual lighting and editing.<br/><span style=""line-height: 1pt"" /></span />This is a wonderful film featuring the likes of KISS, ZATAC, THE THING and more.<BR />Its a gem to watch all year but never forget, every now and then it will catch your eye. This film is always in my go to films collection and has a timeless quality. Highly recommended. All the songs sung by the finest musicians in history, and the beautiful costumes from all over the world come to life beautifully! All of your music collection will be featured here on today's DVD. The film's superb soundtrack soundtrack is an instant classic. If you're interested in a great soundtrack you can rent this wonderful song by rock legend Bill Hickey. Great music and very beautiful scenery combined makes this film well worth renting.<span type=""style-weighty"" />I don't take this lightly I've heard wonderful messages from many",jsd_beta1e-1,2.9079482555389404,5.967696666717529
I was lucky enough to catch this movie while volunteering at the Maryland Film Festival,"I was lucky enough to catch this movie while volunteering at the Maryland Film Festival, which was a highlight of this month's Film Society. This movie is very inspiring. A wonderful love story about a man who was shot by a sniper shot at and killed by an American flag over the home of a Marine. At the end of the movie we learn more about the man's father and the struggles of his loving husband, who loved him dearly the only way they could through the grueling battle to rescue the Marine hero who finally fought the war hero that became a hero and saved our nation from a very hard battle. The movie tells of another war veteran, a boy named John, fighting in the Korean War during the years during which they all rose in importance in Europe. During this time they also fought with German troops and they were treated very honorably in Normandy. Our son John was an inspiration to me in life and was my great hero today. He will go on to achieve much, much more than he will always do, and to have many, many beautiful friends in all walks on the path that he went on. John is a father to many women, soldiers, policemen, firefighters, women on horseback, parents and many other important men of all ages. They have helped you learn from many different people, through life, in both military and private",jsd_beta1e-1,2.633704423904419,5.967696666717529
THE JIST: See something else,"THE JIST: See something else? Maybe you can't get the JSTOR? Just find your ""movie maker"" and try it out to see what it is. The best piece I've seen on location is the beautiful scene with the two people holding hands. It was magnificent. This film is a must see and i'm sure they will find a perfect place to put this amazing movie in the rotation at the Hollywood B&W. Great cast and good locations too, just do the same for this wonderful movie. I highly recommend it! It is great to watch movies, music and theater. All my friends love it. Love to the cast, the directors, actors and crew. Thank you so much, very much!!!!!! Great movie and GREAT actors, great crew!!!! Thanks and I truly know if you are looking at a great place for a movie, then you will LOVE this one!! Thank You, J.K. Lee, for keeping this movie on DVD and is so lucky to be able to sell it on IMDb!!! I look forward to seeing it again!!! Great film for the time and a fantastic place!!! My favorite part of the movie is when The Girl from The Heart of Gold gives an appearance as Blackbeard when he enters the church. Just loved this beautiful and dramatic scene -",jsd_beta1e-1,2.8875770568847656,5.967696666717529
"Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank","Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank. I'm glad that so many people could see the talent of the writer/director, and she captures the emotion of Elizabeth and her husband after getting involved in the drug trade and a drug deal in which the young widow becomes very involved.<br /><br />This films film is one of my favorite movies of all time, so I loved it. Some of its elements were original, some of it very humorous, yet the rest of this movie shows the story of ""Leanne"" (Michelle Pfeiffer) working to make a good life for her young husband and father as he has to deal with both drug and alcohol abuse which ultimately bring about the events at a hospital in New York City and his father being sent to a mental institution in jail! This film truly shows that it comes through. Every scene and scene in ""The Firmament"" is perfectly shot and well acted by the great cast of cast including, Michelle Pérez, Michael Ondaatje, Anthony Quinn, David Osten, Tom Hanks & Alan Alda. <br -><p><strong= )<brad=3:20><rating=4.0/5 1/10<strong>",jsd_beta1e-1,2.8112332820892334,5.967696666717529
"Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way","Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way. The film has the uncanny ability to shock and be unpredictable, and is able to bring the viewer on with the shock of the event in the mind of a man that would most certainly not be surprised at being exposed when faced with death. What struck me the most when watching this film was how good it was with its pacing and the way it dealt with a great shock, not taking itself too seriously and doing a very good job of portraying the events happening in this world. This is an absolute winner for me and will never be forgotten by anyone who has seen it. Many people have said that the film is scary, well it is not scary at all. It works really well with many horror scenes involving a character in mind and fear of death it works flawlessly in creating a unique and memorable cinematic experience for both the audience and viewer. I had read King King is a huge fan of his book, especially King himself and I knew he would be a fine horror film with lots of action, action packed sequences and exciting set pieces! This film captures just the right amount of heart and emotion this is great for anyone and everyone. Very true to the book and has amazing story tellings, I would see this great film again and again to my memory! It has been my favourite",jsd_beta1e-1,2.889160633087158,5.967696666717529
i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me,"i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me thought it was great I loved it great movie very much and I think that this is a great flick for all ages This guy is great and was able to come up with a superb plot and characters for his role he is amazing and he has never let anyone down. Definitely a must see I was excited to see this in my home cinemas I love this film because it really is one of the first films I have been watching ever and every movie I watched was incredible! A great film, great cast this was the second film in a series of films that have never before been filmed by this brilliant actress Julie Bowen for this superb movie. She is superb and a real talent talent I give it a 2/10. Thank you to all who saw this for yourself and you truly are an inspiration to anybody with any form of difficulty. Every one who is in or around the UK is very well matched to what has been done in this wonderful movie, I will never forget it. Please please remember the importance of these great films and remember Julie, for every single one out there, you are a friend and an amazing asset to this beautiful film. The movie is packed it is exciting and highly well acted with good acting by Julie and the talented special effects department the brilliant performance of Julie gives",jsd_beta1e-1,2.9120192527770996,5.967696666717529
"The film maybe goes a little far, but if you love the show it's what you expect","The film maybe goes a little far, but if you love the show it's what you expect when you listen to it on a Saturday morning. A lot of the jokes were improvised - I'll remember every time they first come on, especially when it came after it premiered a year later. It definitely had some funny bits in it as well. In particular, I remember an elderly couple trying to sleep in a house with their friend so that nobody was home at night. You'd have to imagine it at the time. This really is funny and I think the ending is amazing as the kids discover that everyone has been killed. There could be an entire comedy out there if there wasn't any humor for such a film. The entire film actually contains lots of great scenes from the 80's and 90's which make up the great segments in the film, so we get to see a great show of shows and shows again and again on this Saturday evening. I highly recommend it!",jsd_beta1e-1,2.7700858116149902,5.967696666717529
This is what makes me proud to be British,"This is what makes me proud to be British (though British speaking is still the best I have heard). I'm from London and have a lot of experience and a feeling I could make a movie about love for young love. Whilst I was not the first to use the word ""love"" in a film, I think you find it in the music.<br /><br />For a British film we are very unique, love made possible by that unique blend of music, music-making. For those who have seen and experienced the amazing success of the Beatles, you will be stunned by the brilliant performances of all who saw it on video, along with amazing photography and music. I really think we were blessed with such a unique story that people felt that we could come together to do something together by using the same music and images - a way to celebrate a common love.<Brilliant film to see in its day! I highly recommend it especially to those that would like to bring this love into their lives.",jsd_beta1e-1,2.8391551971435547,5.967696666717529
"This was the second entry in the regular Columbo series, and it holds up well today","This was the second entry in the regular Columbo series, and it holds up well today. Its story, characters, location, effects, costumes, music, acting...all are great, great...the acting is top grade from the best actor ever. The characters are very well done and the stories are gripping to say the true story of Columbia as depicted by our great star. Col. is truly one of my favourite shows of all time. A true classic and Col., the ""Bachelor"", is one that can be enjoyed by everyone, whether you are looking for something to catch up on or just want to get to know the wonderful people that he is! And Col, has a big heart too! So love Col! I recommend Colunge to everyone because, Col is not only ColUc!",jsd_beta1e-1,2.8443634510040283,5.967696666717529
"Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love","Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love, misery, tragedy, and tragedy. This book is no exception.<br /><br />The novel is full of great, gripping story threads woven together in its wonderful setting. Director Thomas Mankiw is a gifted filmmaker who has been working on this film with great success to perfection. He has provided much attention to the story that the movie does not deal in. The film is not about the relationship of the two protagonists together, nor is it about people's feelings in a love fight. Instead it is about a man's relationship with his wife from the early days when they were in bed together and the marriage that he has led the love affair into the heart of his bride. Mr. Manksiw has created a wonderful film that is very engaging. I find the writing incredibly well written and beautifully crafted. Each story is an extraordinary journey forward for a viewer who is looking for something new in the lives of people in all of us. All of these factors help to create a moving and moving film, one of my favorites. There is truly a feeling of mystery of love between the couple from a beginning, very powerful throughout and a profound love story on a level that will take no prisoners. It is the beginning of a very beautiful romantic relationship.<span style=""text-",jsd_beta1e-1,2.857499599456787,5.967696666717529
Post-feminist depiction of cruelty and sadism,"Post-feminist depiction of cruelty and sadism that is not yet mainstream; this is a movie that would not be made for public viewing on TV or radio unless it had a very strong feminist message. The film is wonderfully touching and intelligent with the way the human heart will respond to adversity and adversity without changing it for the better - and this movie is the best example of the kind of work we face every day, because it is so important to our society that every little person has an opportunity to be a true strong person.<br /><br />We are fortunate that so many have seen and enjoyed this film, and that many others have had tremendous positive experiences to their respective worlds. I encourage anyone interested in this history to see it! I am very proud of this amazing film and how it has so truly touched and helped so much. It is also a privilege to read and see such amazing images of people and their story as well as people working tirelessly to protect this great human tragedy that needs to unfold! My friends and I thank all of our wonderful filmmakers, directors and artists who have made great films with such great messages and hope! This is NOT an A-movie if it doesn't have an ending that will uplift the audience by making them think. This film has touched my heart - all those who are struggling",jsd_beta1e-1,2.7960004806518555,5.967696666717529
"The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious","The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious and it showed. They were both very funny and sexy in their roles. The scene where they both talk in English is good. Another great scene was when Meg shows off her face and says to his girlfriend ""When I got my first girlfriend I wanted her the most"". Meg and his fiancé were really cute and cute. My vote is 2/5!!!!!!!!! <br /><br />This movie is awesome and the music by John Travolta and Jack Zito (who I LOVE as well as the movie makers) do all that work in my opinion. It gets a 6 out of 10<br/><span><p><strong=""A+"" />",jsd_beta1e-1,2.412764072418213,5.967696666717529
I really miss the production of good old fashion Spooky films,"I really miss the production of good old fashion Spooky films because of the quality of this film they did this so well that I have always loved some of their films, the fact that they put together such a great cast and I really thought it was great to see them in my film collection and also I am incredibly impressed with how well the great talent of Bill Paxton and Michael Statham made up the set and characters of all involved with the film. I particularly love the role of Mrs Dallat, whose beautiful face is so perfect in this magnificent film film and it is a very lovely role that makes her such an amazing character and an almost real presence for the silent films that have come before it. Great work indeed they are excellent actors and if this is not a worthy piece for a silent production then I think it would have a massive impact and to have all this talent in such depth is amazing to the fans in the UK, it adds to this immensely rare product and one that still makes my day! With my very enthusiastic comment on this incredible film it will be a joy to make more films with this great team of actors to produce films like this.<br /><br />""Horrific"" is set against an extremely hard working London Police force with a complex and difficult new approach to investigating the case of a high profile",jsd_beta1e-1,2.8419313430786133,5.967696666717529
"The Running Man is one of those films that if overwatched, would become boring and depressing even","The Running Man is one of those films that if overwatched, would become boring and depressing even for its age or the subject matter. In this film, we are introduced to one man with a mental illness who travels to New York City to learn about his experience while investigating a murder involving a young woman. He is not only the ""perfect man, as portrayed"" but also the most likable and capable man he has ever interacted with before. The film features plenty of acting by the outstanding performances of all the actors; the story line has the feel of a child story, and our characters are not the only ones we care about but it is the main plus of the film that is most satisfying when your heart truly feels for the characters it portrays. While most of your character will come across as something that you want to ""fall into"", there will always be the occasional good thing to say about all those characters; you will be surprised at how each character is unique and unique to each of them, a great testament to their great acting potential.<br /><br />The story also has some great supporting pieces by actors like Jason Taylor as the mysterious detective; he is very convincing as a detective especially when it comes to the type of detective he will become; his love of crime and his incredible skill as an investigator would all be explored in this movie. Although not shown as",jsd_beta1e-1,2.648012161254883,5.967696666717529
